,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
119,119,16286764,Loft in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"Very lively nabourhood but the street is quit. The best musea and best pubs and restaurants are also very close. 500 mtr / 1 km. Many public tranportation (bus, tram Subway) and you can park Your car fairly easy (but paid)",51393842,Peter Frank,within a day,100%,100%,f,1.0,3,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.91279,4.44913,Entire loft,Entire home/apt,2,,1 bath,,2.0,[],,30,360,360,19,1,0,2017-01-01,2023-07-30,5.0,4.95,4.89,4.95,4.89,4.79,4.89,f,1,1,0,0.22,5.0,5.0,4.571428571428571
120,120,16306501,Boat in Rotterdam · ★4.63 · 10 bedrooms · 21 beds · 3 baths,"Men kan plezierig rond de haven naar het Euromast(park) wandelen, uit varen gaan met de Spido havenrondvaart of (snelle) watertaxi gaan lunchen in ""Hotel New York"" of dwalen over de SS ""Rotterdam"" !<br />Musea en Euromast(park) op loopafstand.<br />Het monumentale scheepvaartkwartier herbergt vele cafe's en restaurants.<br />Fietsenhuur op loopafstand. (Schiedamsedijk; ""Centrum bikes"")<br />Het is goed stappen in de Witte de Withstraat! (400 meter wandelen), Witte Aap, NRC,dan los in de Maassilo, Skihut, BAR, Tofler, Beurs, Beurt, Rotown, Get Back, Villa Thalia, Zimmermann, Stadscafe, etc",9614440,Pieter,within an hour,100%,97%,f,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Werk,51.90769,4.47781,Boat,Entire home/apt,16,,3 baths,,21.0,[],525.0,2,90,1125,80,18,1,2017-02-03,2023-11-26,4.63,4.59,4.14,4.74,4.8,4.95,4.68,f,2,2,0,0.95,4.7368421052631575,4.7368421052631575,3.8421052631578947
121,121,16416492,Condo in Rotterdam · ★4.96 · 1 bedroom · 2 beds · 1.5 shared baths,Quiet neighbourhood with a lot of green just around the corner of the city centre.,21552245,Peter,within an hour,100%,100%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Rubroek,51.92541,4.49292,Private room in condo,Private room,2,,1.5 shared baths,,2.0,[],51.0,3,1125,1125,205,27,2,2017-01-27,2023-11-27,4.96,4.99,4.9,5.0,4.99,4.95,4.96,f,1,0,0,2.44,5.0,4.99375,4.4625
122,122,16594089,Townhouse in Rotterdam · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,"Within 250 meters there’s a big variety of things that you want nearby: shops, breakfast places, restaurants, cafes, a night shop, and the Emergency Room of the Erasmus University Hospital. There are four superarkets within 700 meters.",26899206,Kees,within an hour,100%,98%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91393,4.46449,Entire townhouse,Entire home/apt,2,,1.5 baths,,1.0,[],74.0,2,35,1125,241,27,0,2017-02-25,2023-10-18,4.79,4.87,4.81,4.95,4.91,4.96,4.76,f,2,2,0,2.9,4.98159509202454,4.920245398773006,4.355828220858895
123,123,16599892,Condo in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,3127780,Nienke,within an hour,100%,90%,f,1.0,4,,Delfshaven,51.9086,4.45804,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],136.0,4,15,1125,66,7,0,2018-07-09,2023-09-18,5.0,4.97,4.94,4.97,5.0,4.94,4.95,f,1,1,0,0.99,5.0,5.0,4.568181818181818
124,124,16615958,Rental unit in Rotterdam · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,"Just a few minutes from our front door you'll find the vibrant Witte de With street, Nieuwe Binnenweg and Eendrachts-square on which many restaurants and café's are situated, for either breakfast, lunch, drinks or dinner. Throughout the past years we have been able to try many of these places and would love to share our (culinary) tips with you. Supermarkets, shopping area's, musea and other highlights of the city are all walking distance or easily accessible from our home.<br /><br />Op enkele minuten lopen vindt u de bruisende Witte de With straat, Nieuwe Binnenweg en Eendrachtsplein waar vele restaurants en cafés gelegen zijn voor zowel ontbijt, lunch, borrel als diner. Gedurende de afgelopen jaren hebben wij veel leuke (culinaire) gelegenheden in Rotterdam en omgeving kunnen uitproberen, waardoor we u kunnen voorzien van insider tips. Verder zijn supermarkten, winkelgelegenheden, musea en andere bezienswaardigheden allen gemakkelijk te bereiken.",73149283,Florine,within a day,100%,67%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91467,4.46862,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],154.0,6,1125,1125,31,1,0,2019-12-15,2023-05-22,4.97,4.97,4.84,4.97,4.87,4.94,4.87,f,1,1,0,0.63,5.0,5.0,4.5625
125,125,16629230,Rental unit in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,"Best neighbourhood in Rotterdam. There are a mixture of historical and newly built buildings. Also the small harbor, called 'Veerhaven' gives the place a very nice amotsphere. You can see my attached travel guide and see why!",109830974,Mark,within an hour,100%,96%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Werk,51.90928,4.48099,Private room in rental unit,Private room,2,,1.5 shared baths,,1.0,[],,1,14,1125,87,14,0,2018-07-06,2023-09-03,4.91,4.89,4.89,4.95,4.99,4.95,4.78,f,1,0,0,1.31,5.0,4.981481481481482,4.222222222222222
126,126,16649402,Rental unit in Rotterdam · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,"Wat heeft Rotterdam Noord dat andere Rotterdamse wijken niet hebben?<br /><br />Het Vroesenpark: de plek om ’s zomers te picknicken, barbecueën en voetballen.<br /><br />Station Hofplein: onder voormalig treinstation Hofplein vind je unieke winkeltjes met onder meer vintage kleding en meubels, koffiebarretjes, restaurants en jazzclub Bird.<br /><br />Het Zwaanshals en de Zaagmolenkade: twee straten vol designshops en delicatessen.<br /><br />Diergaarde Blijdorp: een van de oudste en mooiste dierentuinen van Nederland.",11562876,Petra,within a day,100%,89%,t,1.0,3,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.93399,4.46428,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],115.0,3,1125,1125,53,8,0,2017-01-15,2023-07-12,4.87,4.79,4.81,4.94,4.92,4.72,4.74,f,1,1,0,0.63,5.0,5.0,4.256410256410256
127,127,16699987,Rental unit in Rotterdam · ★4.47 · 2 bedrooms · 6 beds · 1 bath,"Je bevind je pal naast de gezellige Witte de Withstraat, met haar vele leuke en gezellige restaurants en cafés. Café De Witte Aap op de Witte de Withstraat is uitgeroepen tot beste café van de Wereld.<br /><br />Voor het shoppen ben je lopend binnen 5 minuten in het centrum van winkelend Rotterdam",110619700,Bertine,within an hour,100%,100%,f,2.0,2,"Rotterdam, ZH, Netherlands",Stadsdriehoek,51.91431,4.48143,Entire rental unit,Entire home/apt,6,,1 bath,,6.0,[],115.0,1,1125,1125,288,46,2,2017-02-11,2023-12-17,4.47,4.59,4.58,4.81,4.76,4.83,4.34,t,2,2,0,3.45,4.837209302325581,4.8313953488372094,4.011627906976744
128,128,16749023,Boat in Rotterdam · ★4.71 · 7 bedrooms · 18 beds · 3 baths,"Hartje Rotterdam nabij de markthal, kubus woningen, oude haven en restaurantjes en leuke barretjes.",105778145,Sudermar,within a day,100%,56%,t,1.0,1,"Rotterdam, Netherlands",Stadsdriehoek,51.91783,4.48816,Boat,Entire home/apt,16,,3 baths,,18.0,[],342.0,1,21,21,41,5,0,2017-01-28,2023-04-15,4.71,4.76,4.66,4.88,4.95,4.93,4.78,f,1,1,0,0.49,5.0,4.9,4.7
129,129,16875913,Rental unit in Hoogvliet Rotterdam · ★4.51 · 2 bedrooms · 4 beds · 1.5 baths,mooie bosrijke polder landschap vlakbij het centrum van Rotterdamse stad,74009812,Wilma,within an hour,100%,100%,t,4.0,10,"Hoogvliet Rotterdam, Zuid-Holland, Netherlands",Hoogvliet Noord,51.86739,4.38411,Entire rental unit,Entire home/apt,6,,1.5 baths,,4.0,[],105.0,7,30,30,63,0,0,2017-03-30,2022-03-27,4.51,4.56,4.44,4.73,4.81,4.54,4.71,f,2,2,0,0.77,5.0,4.96875,4.40625
130,130,17037437,Rental unit in Rotterdam · ★4.49 · 2 bedrooms · 5 beds · 1 bath,Het appartement ligt in hartje centrum van Rotterdam. Alle bezienswaardigheden zijn te voet of met het openbaar vervoer goed te bereiken. Metro en tram stoppen voor de deur.,110619700,Bertine,within an hour,100%,100%,f,2.0,2,"Rotterdam, ZH, Netherlands",Stadsdriehoek,51.91434,4.48168,Entire rental unit,Entire home/apt,6,,1 bath,,5.0,[],116.0,1,1125,1125,380,73,3,2017-03-19,2023-12-14,4.49,4.62,4.58,4.83,4.72,4.85,4.39,t,2,2,0,4.61,4.840336134453781,4.802521008403361,3.907563025210084
131,131,17214859,Townhouse in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,7492414,Frank,within a few hours,100%,75%,f,1.0,2,,Schiebroek,51.95469,4.47453,Entire townhouse,Entire home/apt,4,,2 baths,,2.0,[],213.0,4,10,10,4,4,0,2023-08-01,2023-10-21,5.0,4.75,4.75,5.0,5.0,5.0,4.75,f,1,1,0,0.83,5.0,5.0,4.0
132,132,17264818,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 2 beds · 1 bath,"Location: The apartment is situated next to a large canal, in the Historic “Delfshaven“ suburb, conveniently located near the Rotterdam CBD. Walk to the end of the street to find lovely restaurants and bustling bars. Shops and a supermarket are located right across the street!",116391361,Sam,within an hour,100%,100%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Tussendijken,51.91243,4.44654,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],156.0,2,20,1125,96,11,2,2017-04-05,2023-12-05,4.84,4.86,4.82,4.95,4.97,4.84,4.81,f,1,1,0,1.17,5.0,5.0,4.36
133,133,17310034,Guesthouse in Rotterdam · ★4.94 · 1 bedroom · 1 bed · 1 bath,"The house is situated in hillegersberg, a nice, quiet and historic part of the city with a lot of greenery and lakes. The shopping street is next door, as well as a number of restaurants, bars and terraces. Tram 4 stops within 2 minutes walking distance which takes you to Rotterdam city centre/ central station in 15 minutes. The lakes are around the corner, where boat rental is offered.",116814166,Nicolette,,,90%,t,1.0,1,"Rotterdam, ZH, Netherlands",Hillegersberg Noord,51.95497,4.49434,Entire guesthouse,Entire home/apt,2,,1 bath,,1.0,[],149.0,3,1125,1125,82,12,0,2017-03-05,2023-10-05,4.94,4.98,4.91,4.98,4.96,4.88,4.79,f,1,1,0,0.99,5.0,5.0,4.518518518518518
134,134,17352498,Condo in Rotterdam · ★4.56 · 2 bedrooms · 2 beds · 1 bath,"The apartment is situated in the area called Provenierswijk and is a haven of tranquillity, in spite of being within close proximity of the city centre. The public park 'Vroesenpark' is located near the complex and is a very vibrant place in the summer with locals getting together. <br /><br />The area hides different excuisite restaurants like Dunya Locanta, Le Nord and for the pizza lovers there's La Pizza, the best pizza place in Rotterdam. For a coffee there are different great places in and around Central Station. Two supermarkets are on 4 minutes walking distance from the apartment.<br /><br />Just on the other side of the Central Station is where the vibrant day- and nightlife starts. Different areas for a great night out like Central District, Stadhuisplein, Witte de Withstraat and Oude Binnenweg are within walking distance or easily reachable by public transport.",117247688,Jasper,within an hour,100%,75%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Cs Kwartier,51.92512,4.4663,Entire condo,Entire home/apt,3,,1 bath,,2.0,[],124.0,3,60,1125,16,4,2,2017-03-31,2023-12-08,4.56,4.88,4.56,5.0,4.94,4.94,4.69,f,1,1,0,0.2,4.928571428571429,4.785714285714286,4.357142857142857
135,135,17361998,Home in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,,24606148,Marjolijn,within an hour,100%,100%,t,1.0,1,,Middelland,51.9143,4.45653,Private room in home,Private room,2,,1.5 baths,,1.0,[],78.0,1,1125,1125,271,69,4,2017-04-09,2023-12-19,4.84,4.9,4.9,4.94,4.95,4.93,4.81,f,1,0,0,3.32,4.991228070175438,4.973684210526316,4.298245614035087
136,136,17622969,Guest suite in Rotterdam · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,Relaxing area on a island 5 min from the  center,76424652,Danny,within a few hours,100%,95%,f,2.0,3,"Rotterdam, ZH, Netherlands",Noordereiland,51.91145,4.49079,Entire guest suite,Entire home/apt,2,,1.5 baths,,1.0,[],79.0,1,1125,1125,653,95,5,2017-04-08,2023-12-22,4.71,4.79,4.8,4.84,4.86,4.7,4.66,f,1,1,0,7.99,4.967065868263473,4.910179640718563,4.125748502994012
137,137,17634182,Houseboat in Rotterdam · ★4.81 · 2 bedrooms · 3 beds · 1 bath,"The Maritime District is the most beautiful area of Rotterdam; it has it all: musea (Maritiem Museum, Mariniersmuseum & Comics Museum), loads of ho(s)tels, many highraise buildings and great restaurants. The area is very safe, peaceful and quiet at streetlevel.",436284753,Wikkelboat,,,,f,12.0,13,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.918,4.48984,Houseboat,Entire home/apt,5,,1 bath,,3.0,[],224.0,1,60,60,225,26,0,2017-06-22,2023-10-12,4.81,4.79,4.68,4.79,4.85,4.91,4.52,f,10,8,0,2.84,4.957264957264957,4.931623931623932,4.17948717948718
138,138,17835388,Home in Rotterdam · ★4.95 · 3 bedrooms · 4 beds · 1 bath,"Nice, quiet and green, with a large and enclosed playground just around the corner. And around the other corner there's a lake next to a large park with a classic old Dutch windmill. You'll also find shops and pubs less than 500 metres away. And there's a really nice and cosy restaurant just across the street.",121985828,Marijn,within an hour,100%,80%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Hillegersberg Zuid,51.9458,4.4877,Entire home,Entire home/apt,5,,1 bath,,4.0,[],225.0,3,30,30,21,2,0,2017-07-26,2023-08-20,4.95,5.0,4.86,5.0,5.0,4.71,4.9,f,1,1,0,0.27,5.0,4.923076923076923,4.6923076923076925
139,139,18154606,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 2 beds · 1 bath,it's a fairly quiet but cozy area with a supermarket across the apartment and restaurants and bars down the street. the livingroom has a view on the historical boats in the harbor of the famous maritiem museum and the Witte the Withstreet. The markthall is a 5minutes walk away and the Erasmus bridge about 3 minutes.,35521948,Ruben,within a day,100%,65%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91693,4.48486,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],135.0,5,1125,1125,71,7,0,2017-04-29,2023-09-26,4.89,4.94,4.56,4.93,4.9,4.97,4.83,f,1,1,0,0.88,5.0,4.980769230769231,4.711538461538462
140,140,18214488,Home in Rotterdam · ★4.69 · 2 bedrooms · 3 beds · 1.5 baths,"Heel rustige, ruime wijk. Kindvriendelijk, veilig, rustige buren.",111544605,Rogier,within a day,100%,86%,f,1.0,1,"Rotterdam, ZH, Netherlands",Kop van Zuid - Entrepot,51.906,4.50168,Entire home,Entire home/apt,4,,1.5 baths,,3.0,[],168.0,5,1125,1125,32,4,1,2017-07-03,2023-12-03,4.69,4.84,4.31,4.97,5.0,4.91,4.66,f,1,1,0,0.41,4.956521739130435,4.956521739130435,4.434782608695652
141,141,18350003,Condo in Rotterdam · ★4.49 · 1 bedroom · 1 bed · 1 bath,Residential area with  Vroesenpark and Blijdorp Zoo nearby. Easy shopping by supermarkets or  multicultural Zwart Jaanstraat. Jazz club Bird and Annabel nearby.,11086498,Iveta,within a few hours,100%,69%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.93407,4.46374,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],106.0,5,1125,1125,35,10,0,2017-05-28,2023-09-29,4.49,4.71,4.11,4.74,4.51,4.63,4.37,f,1,1,0,0.44,4.88,4.88,4.16
142,142,18541545,Condo in Rotterdam · ★4.55 · 2 bedrooms · 2 beds · 1.5 baths,"The neighbourhood is lively but not noisy. I live at a 'safe distance' from the city center but close enough to walk and be in the middle of 'the action'.<br />There are several restaurants close to my home, bars and clubs are mainly situated in the city center.<br />Close by there is a small shopping center with 2 supermarkets, a snack bar, utilities shop, a drugstore, florist, bakery etc. You will have all you need within hand reach.<br />if you are feeling like seeking up nature there is the Vroesepark withing 15 minute walk (very popular during warm days and perfects for barbeques) and the Kralingse Bos within a 10 minute drive.",25977599,Xana,,,,f,1.0,1,"Rotterdam, Zu, Netherlands",Provenierswijk,51.92843,4.47226,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],123.0,2,1125,1125,141,0,0,2017-05-14,2022-10-25,4.55,4.64,4.7,4.76,4.77,4.67,4.39,f,1,1,0,1.75,4.780487804878049,4.7317073170731705,4.182926829268292
143,143,18625942,Townhouse in Rotterdam · ★4.64 · 1 bedroom · 2 beds · 1 private bath,"The area is a characteristic neighborhood with lots of unique design shops, restaurants, cafe's, supermarkets, and local markets. The ideal location to discover Rotterdam!",36136045,Hans,within an hour,100%,100%,f,1.0,5,"Rotterdam, ZH, Netherlands",Rubroek,51.92945,4.48805,Private room in townhouse,Private room,3,,1 private bath,,2.0,[],79.0,2,1125,1125,296,55,2,2017-06-12,2023-12-04,4.64,4.76,4.68,4.88,4.79,4.78,4.69,t,1,0,0,3.72,4.923076923076923,4.866666666666666,4.030769230769231
144,144,18692926,Guest suite in Rotterdam · ★4.83 · 1 bedroom · 1 bed · 1 bath,,119265869,Yi Jen,,,,f,2.0,2,,Cool,51.92014326372247,4.47314287973295,Entire guest suite,Entire home/apt,2,,1 bath,,1.0,[],,3,1125,1125,45,6,0,2020-01-25,2023-10-29,4.83,4.8,4.83,4.91,4.91,4.93,4.7,t,1,1,0,0.94,5.0,5.0,4.4411764705882355
145,145,18727144,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 private bath,One of the most amazing buildings in Rotterdam. Neighborhood super quiet,31328064,Jose,within a few hours,100%,86%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.92693,4.48184,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],65.0,2,1125,1125,110,42,0,2020-02-01,2023-10-06,4.84,4.86,4.95,4.82,4.93,4.9,4.71,f,2,0,0,2.32,4.9753086419753085,4.987654320987654,4.061728395061729
146,146,18853407,Townhouse in Rotterdam · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,,7064154,Menno,,,0%,f,1.0,1,,Nieuwe Westen,51.91936,4.45164,Entire townhouse,Entire home/apt,4,,1.5 baths,,3.0,[],,2,20,20,18,0,0,2018-07-16,2022-07-03,4.83,4.78,4.89,4.89,5.0,4.72,4.61,f,1,1,0,0.27,5.0,4.9,4.4
147,147,19238969,Rental unit in Rotterdam · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,"Delfshaven is close to the centre of Rotterdam and has different faces. <br />My street is a small and quiet and children friendly street, with little gardens in front of houses. We are just around the corner of Heemraadsingel, which is one of the most beautiful streets in town. Shopping, supermarkets and restaurants are on walking distance. You can have a coffee and find Restaurants around the corner at the Middelandstraat/ Middelandplein, such as “de burgermeester”, and “ Marseille”. <br />You can reach the zoo within 5 minutes walking and the upcomming longest shopping street of Holland (Nieuwe Binnenweg) is 10 minutes by walking. There you find pups at the Heemraadsplein, such as STijn and Bakkeliet, vintage and nice flower shops.",14122603,Regina,within an hour,100%,100%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.92067,4.45153,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],,3,1125,1125,39,7,0,2017-07-31,2023-10-16,4.82,4.85,4.77,4.9,4.92,4.77,4.79,f,1,1,0,0.5,4.85,4.8,4.65
