listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
18154606,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 2 beds · 1 bath,it's a fairly quiet but cozy area with a supermarket across the apartment and restaurants and bars down the street. the livingroom has a view on the historical boats in the harbor of the famous maritiem museum and the Witte the Withstreet. The markthall is a 5minutes walk away and the Erasmus bridge about 3 minutes.,35521948,within a day,100%,65%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],135.0,5,1125,1125,71,7,0,2017-04-29,2023-09-26,4.89,4.94,4.56,4.93,4.9,4.97,4.83,f,1,1,0,0.88
18214488,Home in Rotterdam · ★4.69 · 2 bedrooms · 3 beds · 1.5 baths,"Heel rustige, ruime wijk. Kindvriendelijk, veilig, rustige buren.",111544605,within a day,100%,86%,f,1.0,1,Entire home,Entire home/apt,4,,1.5 baths,,3.0,[],168.0,5,1125,1125,32,4,1,2017-07-03,2023-12-03,4.69,4.84,4.31,4.97,5.0,4.91,4.66,f,1,1,0,0.41
18350003,Condo in Rotterdam · ★4.49 · 1 bedroom · 1 bed · 1 bath,Residential area with  Vroesenpark and Blijdorp Zoo nearby. Easy shopping by supermarkets or  multicultural Zwart Jaanstraat. Jazz club Bird and Annabel nearby.,11086498,within a few hours,100%,69%,f,1.0,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],106.0,5,1125,1125,35,10,0,2017-05-28,2023-09-29,4.49,4.71,4.11,4.74,4.51,4.63,4.37,f,1,1,0,0.44
18541545,Condo in Rotterdam · ★4.55 · 2 bedrooms · 2 beds · 1.5 baths,"The neighbourhood is lively but not noisy. I live at a 'safe distance' from the city center but close enough to walk and be in the middle of 'the action'.<br />There are several restaurants close to my home, bars and clubs are mainly situated in the city center.<br />Close by there is a small shopping center with 2 supermarkets, a snack bar, utilities shop, a drugstore, florist, bakery etc. You will have all you need within hand reach.<br />if you are feeling like seeking up nature there is the Vroesepark withing 15 minute walk (very popular during warm days and perfects for barbeques) and the Kralingse Bos within a 10 minute drive.",25977599,,,,f,1.0,1,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],123.0,2,1125,1125,141,0,0,2017-05-14,2022-10-25,4.55,4.64,4.7,4.76,4.77,4.67,4.39,f,1,1,0,1.75
18625942,Townhouse in Rotterdam · ★4.64 · 1 bedroom · 2 beds · 1 private bath,"The area is a characteristic neighborhood with lots of unique design shops, restaurants, cafe's, supermarkets, and local markets. The ideal location to discover Rotterdam!",36136045,within an hour,100%,100%,f,1.0,5,Private room in townhouse,Private room,3,,1 private bath,,2.0,[],79.0,2,1125,1125,296,55,2,2017-06-12,2023-12-04,4.64,4.76,4.68,4.88,4.79,4.78,4.69,t,1,0,0,3.72
18692926,Guest suite in Rotterdam · ★4.83 · 1 bedroom · 1 bed · 1 bath,,119265869,,,,f,2.0,2,Entire guest suite,Entire home/apt,2,,1 bath,,1.0,[],,3,1125,1125,45,6,0,2020-01-25,2023-10-29,4.83,4.8,4.83,4.91,4.91,4.93,4.7,t,1,1,0,0.94
18727144,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 private bath,One of the most amazing buildings in Rotterdam. Neighborhood super quiet,31328064,within a few hours,100%,86%,t,2.0,2,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],65.0,2,1125,1125,110,42,0,2020-02-01,2023-10-06,4.84,4.86,4.95,4.82,4.93,4.9,4.71,f,2,0,0,2.32
18853407,Townhouse in Rotterdam · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,,7064154,,,0%,f,1.0,1,Entire townhouse,Entire home/apt,4,,1.5 baths,,3.0,[],,2,20,20,18,0,0,2018-07-16,2022-07-03,4.83,4.78,4.89,4.89,5.0,4.72,4.61,f,1,1,0,0.27
19238969,Rental unit in Rotterdam · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,"Delfshaven is close to the centre of Rotterdam and has different faces. <br />My street is a small and quiet and children friendly street, with little gardens in front of houses. We are just around the corner of Heemraadsingel, which is one of the most beautiful streets in town. Shopping, supermarkets and restaurants are on walking distance. You can have a coffee and find Restaurants around the corner at the Middelandstraat/ Middelandplein, such as “de burgermeester”, and “ Marseille”. <br />You can reach the zoo within 5 minutes walking and the upcomming longest shopping street of Holland (Nieuwe Binnenweg) is 10 minutes by walking. There you find pups at the Heemraadsplein, such as STijn and Bakkeliet, vintage and nice flower shops.",14122603,within an hour,100%,100%,f,1.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],,3,1125,1125,39,7,0,2017-07-31,2023-10-16,4.82,4.85,4.77,4.9,4.92,4.77,4.79,f,1,1,0,0.5
19640528,Serviced apartment in Rotterdam · ★4.36 · 2 bedrooms · 2 beds · 1 bath,This is in the centrum of Rotterdam. There is Bagel and Beans under the apartment. Central Station of Rotterdam 1 min walking distance,1193642,within a day,50%,60%,f,3.0,51,Entire serviced apartment,Entire home/apt,4,,1 bath,,2.0,[],,7,1125,99,11,0,0,2017-07-30,2019-10-12,4.36,4.18,4.18,4.64,4.27,5.0,4.45,t,3,3,0,0.14
19658264,Rental unit in Rotterdam · ★4.95 · 2 bedrooms · 2 beds · 1 bath,"The location of the apartment is great since it is located near the most popular areas in Rotterdam, most importantly the Erasmus bridge. Central Station is only 2 stops (within 5 minutes) away by metro. City centre and the main shopping area is also within walking distance. Also, many quality diners and restaurants are located near the apartment and docks of Rotterdam such as the Rotterdam Foodfactory, Hotel New York and many more.",86841355,,,88%,f,1.0,1,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],160.0,2,1125,1125,78,5,0,2017-07-19,2023-10-08,4.95,4.92,4.92,4.94,4.91,4.86,4.88,f,1,1,0,1.0
19882401,Loft in Rotterdam · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,"Close to Ahoy, the Classic cruise ship ‘SS Rotterdam’, University Hospital Erasmus, Katendrecht (visit Fenix Food hall and try the craft beers of our city brewery ‘Kaapse Brouwers’), historic Delfshaven, Euromast.<br /><br />The ‘Kralingse plas en bos’ (large lake and forest in the city) is 35minutes on bike and great to rent a boat or SUP.<br /><br />If you like nature, visit the Biesbosch. A ferry takes you along the Maas river to Dordrecht. A quicker option is by bike and train. You can hire a boat or kayak to experience this beautiful area.<br />I can provide you all the info you need when you are here.",3015900,within an hour,100%,100%,t,1.0,2,Entire loft,Entire home/apt,2,,1.5 baths,,1.0,[],110.0,2,90,1125,180,38,2,2019-06-18,2023-12-11,4.85,4.94,4.94,4.96,4.95,4.71,4.76,t,1,1,0,3.27
20419324,Home in Rotterdam · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,vlakbij historisch delfshaven en euromast,145648970,within an hour,100%,91%,t,1.0,1,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],,2,1125,1125,35,7,0,2017-09-03,2023-10-09,4.94,4.97,4.86,4.94,4.86,4.89,4.86,f,1,1,0,0.46
20478300,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 1 bed · 1 bath,"You're staying in the neighborhood: Blijdorp. Being right next to central station, the neighborhood has quick access to almost any area of the city and it is close to the highways A20 and A13. It’s also one of the places to live in Rotterdam that benefits from a lovely parks: the Vroesenpark and Roel Langerakpark. The district is up and coming, with plenty of lovely shops and restaurants to visit.",2697263,,,,f,1.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,17,1125,1125,9,0,0,2017-11-19,2022-07-15,4.89,4.89,4.22,4.67,4.78,4.89,4.22,f,1,1,0,0.12
20636797,Condo in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,"There are plenty of supermarkets, local bars and restaurants in the neighborhood. The famous SS Rotterdam is waiting at the corner of the harbor.",11042357,within an hour,100%,99%,t,1.0,5,Private room in condo,Private room,1,,1 shared bath,,1.0,[],53.0,1,5,1125,321,74,5,2017-09-06,2023-12-10,4.91,4.92,4.96,4.97,4.95,4.84,4.85,f,1,0,0,4.19
20643808,Loft in Rotterdam · ★4.89 · 2 bedrooms · 3 beds · 3.5 baths,"The house is located on the quay of the Maas river in the historical Delfshaven district. Only 20 minutes from Central Station. There are many good and cozy restaurants in this neighborhood. Within walking distance is the old marina. In the old canal houses you can now find antique and curio shops, small distilleries, restaurants and some craft beer breweries.<br /><br />Because this house is close to several tram stops and a metro stop, the rest of the city is well connected by public transport. You can be at the Museumpark in 10 minutes, at the Maritime museum in 15 minutes and at the boarding point for the boat trips in about 20 minutes.<br /><br />The ""Nieuwe Binnenweg"", known for its many nice boutique shops, is only 10 minutes by metro and the Witte de With, the entertainment street with lively bars and many restaurants, is only 12 minutes away.",3574295,within a day,100%,50%,f,2.0,6,Entire loft,Entire home/apt,6,,3.5 baths,,3.0,[],471.0,3,28,28,9,0,0,2018-07-16,2022-06-21,4.89,5.0,4.67,5.0,5.0,4.89,4.78,f,2,2,0,0.14
20647352,Home in Rotterdam · ★4.66 · 1 bedroom · 1 bed · 2 shared baths,,494772942,,,,f,10.0,10,Private room in home,Private room,2,,2 shared baths,,1.0,[],35.0,90,270,270,62,2,0,2017-09-22,2023-08-20,4.66,4.79,4.77,4.94,4.9,4.97,4.77,f,4,1,0,0.81
20648401,Home in Netherlands · ★4.68 · 2 bedrooms · 2 beds · 2 shared baths,,494772942,,,,f,10.0,10,Private room in home,Private room,2,,2 shared baths,,2.0,[],40.0,90,270,270,56,0,0,2017-09-29,2022-08-01,4.68,4.71,4.75,4.86,4.93,4.96,4.7,f,4,1,0,0.74
20658699,Rental unit in Rotterdam · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,"Blijdorp is one of the most popular neighbourhood of Rotterdam, with nice cafes and restaurants, beautiful parks, channels. The Zoo is one of the biggest attraction of the neighbourhood. And downtown is just around the corner.",560723,within an hour,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,6,,1.5 baths,,4.0,[],200.0,3,20,20,16,6,0,2018-07-03,2023-07-24,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0.24
20684218,Loft in Rotterdam · ★4.73 · 1 bedroom · 1 bed · 1 private bath,"Mixed neighbourhood, some streetnoise. Very close to the lively Delfshaven and the Museum quarter.",4023544,within an hour,100%,96%,t,1.0,3,Private room in loft,Private room,2,,1 private bath,,1.0,[],119.0,3,1125,1125,139,24,1,2017-09-06,2023-12-07,4.73,4.72,4.72,4.94,4.94,4.65,4.66,f,1,0,0,1.81
20745649,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 2 beds · 1.5 baths,,42103117,,,100%,f,2.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],185.0,2,60,60,5,5,0,2023-07-02,2023-08-28,4.8,4.8,4.8,5.0,4.8,4.6,4.6,f,2,2,0,0.86
20842463,Home in Rotterdam · ★4.56 · 1 bedroom · 1 bed · 2 shared baths,,494772942,,,,f,10.0,10,Private room in home,Private room,2,,2 shared baths,,1.0,[],35.0,90,270,270,43,2,0,2017-09-29,2023-06-30,4.56,4.6,4.63,4.74,4.81,4.93,4.44,f,4,1,0,0.57
20870353,Rental unit in Rotterdam · ★4.86 · 2 bedrooms · 3 beds · 1 bath,"In de omgeving zijn meerder gezellige winkels, restaurantjes, cafés en bezienswaardigheden. <br />Op 500 meter ligt historisch Delfshaven, een authentiek stukje Rotterdam, met o.a.  de Pelgrimskerk, waar de ""Pilgrims fathers"" in 1620 naar de ""nieuwe wereld' zijn vertrokken. In de U.S. nog steeds een begrip. <br />De bekende zeeheld Piet Hein heeft zijn sporen achtergelaten in deze omgeving. <br />In Delfshaven liggen bewoonde platbodems en het staat bekend om de pittoreske  gevels. Verder is hier stadsbrouwerij de Pelgrim gevestigd. <br />De Euromast en ""Het park"" liggen op 1,5 km afstand van het appartement. Dit is een leuke wandeling langs de Schie en brengt u naar de  Nieuwe Maas. Waar de Haven van Rotterdam zichtbaar wordt. <br />In deze omgeving zijn er veel toeristische attracties te vinden. Onder andere de Veerhaven, het Wereld museum, de Kunsthal, het Depot van  Boijmans etc.. <br />U kunt met de waterbus naar Dordrecht en Kinderdijk varen, een rondvaart door de Rotterdamse hav",140880972,within a few hours,100%,97%,t,1.0,2,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],249.0,3,90,1125,167,19,0,2017-09-16,2023-11-11,4.86,4.87,4.81,4.96,4.97,4.72,4.65,f,1,1,0,2.19
20884401,Townhouse in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,The historic Noordereiland is located in the Maas on a unique location between the modern Kop van Zuid and the city center.,54968850,within a few hours,100%,98%,t,2.0,2,Private room in townhouse,Private room,2,,1.5 shared baths,,1.0,[],65.0,2,1125,1125,207,53,3,2017-09-17,2023-12-17,4.92,4.88,4.9,4.97,4.97,4.87,4.86,f,2,0,0,2.71
20930326,Place to stay in Rotterdam · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,"Around the corner of the 'White House building' you will find lovely bars and restaurants. The famous Food Factory, Foodhallen, the SS Rotterdam and Hotel New York, Maasilo and Las Palmas Foto Museum are in walking distance. The city centre is on 10 minutes distance by underground/ Metro. Katendrecht is the old Red light district, has become very trendy and has also a small parc. You can easily travel by waterbus or watertaxi. We love to tell our guests more about the history of Katendrecht and all that Rotterdam has to offer. Ofcourse you'll find Amsterdam and The Hague in short travel time with Metro or Intercity direct.",6282651,within an hour,100%,76%,f,1.0,2,Entire place,Entire home/apt,2,,1.5 baths,,1.0,[],222.0,2,14,14,16,11,0,2019-06-22,2023-09-30,4.69,4.75,4.94,4.88,4.94,4.88,4.81,f,1,1,0,0.29
21011141,Townhouse in Rotterdam · ★4.95 · 1 bedroom · 1 bed · 2 baths,"Kralingen is traditionally known as the chiquer side of Rotterdam. Romantic villa neighbourhoods and elegant lanes dominate the cityscape here. Erasmus University Rotterdam is also located here, however, so the area is home to lots of students – and they keep Kralingen lively! Oostzeedijk boasts lots of popular pubs and restaurants where you can pick up a meal for a reasonable price. One of the oldest attractions in Kralingen is Arboretum Trompenburg. In addition to the lovely old trees here, these botanic gardens offer beautiful plants and flowers and a charming teahouse.<br /><br />The biggest park in Rotterdam is nearby: the Kralingse Bos, a green oasis for everyone hoping to escape the city for a breath of fresh air and some peace and quiet. Visitors rollerblade, jog and cycle around the lake to their heart’s content. Sailboats skim across the lake, while tasty snacks are served at sidewalk cafés along the waterfront.",32522278,within an hour,100%,100%,f,1.0,1,Entire townhouse,Entire home/apt,2,,2 baths,,1.0,[],99.0,2,1125,1125,22,1,0,2018-01-01,2023-07-29,4.95,5.0,4.82,4.95,5.0,4.95,4.95,f,1,1,0,0.3
21585026,Guesthouse in Rotterdam · ★4.81 · Studio · 1 bed · 1 bath,"The studio is located 200m from central station. Walking out the north side of CS you directly enter the beautiful historical Spoorsingel at which the main house is located. The area is rich of nice places to visit or hangout… like restaurants and lunchrooms and cultural places all within (short) walking distance like: Dakakker, The Luchtsingel Promenade, Hofbogen, Annabel, Schieblock, Biergarten, De Lijnbaan (shopping) and the Museum Area etc.",156981915,within an hour,100%,99%,t,1.0,3,Entire guesthouse,Entire home/apt,2,,1 bath,,1.0,[],59.0,1,5,5,375,64,2,2017-11-21,2023-12-05,4.81,4.91,4.75,4.97,4.93,4.96,4.73,t,1,1,0,5.06
21592988,Rental unit in Rotterdam · ★4.95 · 1 bedroom · 1 bed · 1 bath,The apartment is (in my opinion) located in the best part of Rotterdam. In a lively neighborhood with public transportation nearby.,34275737,,,,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,3,14,1125,19,0,0,2017-12-30,2022-04-19,4.95,4.89,4.68,4.95,4.95,4.68,4.63,f,1,1,0,0.26
21909690,Boat in Rotterdam · ★4.95 · 6 bedrooms · 12 beds · 6 baths,"Roms on Water ligt midden in het centrum, tegenover het Maritiem Museum, maar toch relatief rustig. <br />Er zijn meerdere supermarkten in de buurt. <br />Heel veel hotspots zijn erg dichtbij, zoals de Martkhal, de Oude Haven, het Maritim musea en andere musea, de Witte de Withstraat, de winkelstraten, etc.<br />Alle openbaar vervoer is zeer dichtbij (trein, metro, tram en watertaxi)",34928695,within an hour,100%,100%,t,2.0,3,Boat,Entire home/apt,12,,6 baths,,12.0,[],932.0,2,30,14,42,16,1,2018-05-13,2023-11-26,4.95,4.95,4.98,4.95,4.95,4.98,4.81,f,2,2,0,0.61
21946533,Townhouse in Rotterdam · ★4.70 · 2 bedrooms · 4 beds · 1 shared bath,,94315381,within an hour,100%,100%,f,1.0,1,Private room in townhouse,Private room,4,,1 shared bath,,4.0,[],90.0,2,30,1125,172,27,0,2017-12-28,2023-10-08,4.7,4.73,4.82,4.87,4.83,4.69,4.53,t,1,0,0,2.36
22037852,Rental unit in Rotterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,"Hillegersberg-Zuid is known as Kleiwegkwartier. Begoniastraat is a side street of Kleiweg. Most part of this area is build in the twenties and thirties of the 20st century. At the East side there still are historical houses from the nineteenth century. It is a lively area of Rotterdam and yet surrounded by a lot of ""green"" of Melanchtonpark, Bergse lakes and Rotte river.",104009576,,,,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],70.0,3,30,1125,125,23,0,2018-01-24,2023-11-12,4.88,4.88,4.9,4.99,4.99,4.75,4.88,f,1,1,0,1.74
22112524,Rental unit in Rotterdam · ★4.39 · 1 bedroom · 4 beds · 1.5 baths,The location of the apartment is just perfect. Everything is at walking distance!,17229228,within an hour,100%,100%,f,1.0,2,Entire rental unit,Entire home/apt,5,,1.5 baths,,4.0,[],210.0,2,1125,1125,368,18,0,2017-12-19,2023-08-14,4.39,4.42,3.97,4.68,4.77,4.91,4.36,f,1,1,0,5.03
22156693,Hotel in Rotterdam · ★4.27 · 1 bedroom · 3 beds · 1 private bath,Hartje centrum in korte tijd te bereiken 3 metro haltes. circa 5 minuten.<br />in onze nabijheid 300 meter  is Romantisch Historisch Delfshaven vele restaurants cafe's uitstekend vegetarisch restaurant. Ook treft u hier de Winkels en diverse Supermarkten aan.,27986148,a few days or more,40%,58%,f,9.0,9,Room in hotel,Private room,3,,1 private bath,,3.0,[],143.0,2,1125,1125,15,1,0,2018-12-29,2023-04-09,4.27,4.4,4.33,4.8,4.73,4.33,4.07,f,9,0,0,0.25
22246737,Rental unit in Rotterdam · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,,7113705,within an hour,85%,97%,f,2.0,5,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],59.0,2,1125,1125,141,33,1,2017-12-31,2023-11-30,4.5,4.6,4.51,4.6,4.66,4.89,4.45,f,2,0,0,1.94
