id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
27645909,Condo in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,This is a quiet neighborhoud walking distance from Antwerp Central station. A grocery store can be found right around the corner.,6898138,within an hour,100%,88%,t,1,1,Entire condo,Entire home/apt,4,,1 bath,,2.0,[],120.0,14,1125,1125,53,10,0,2018-09-09,2023-07-27,5.0,4.98,5.0,4.96,4.98,4.89,4.94,f,1,1,0,0,0.82
27654970,Rental unit in Antwerpen · ★4.82 · 2 bedrooms · 3 beds · 2 baths,,114044941,within an hour,90%,100%,t,1,4,Entire rental unit,Entire home/apt,7,,2 baths,,3.0,[],236.0,2,1125,1125,211,44,4,2018-08-19,2023-12-11,4.82,4.84,4.85,4.78,4.7,4.89,4.7,t,1,1,0,0,3.23
27738708,Rental unit in Antwerpen · ★4.10 · Studio · 1 bed · 1 bath,The appartment is really located in the heart of Antwerp -  you can see the Opera building from the window. It's only a 5 min walk from the Central Station and the beautiful shopping street 'the Meir'.,118536151,within an hour,79%,92%,f,15,22,Entire rental unit,Entire home/apt,4,,1 bath,,1.0,[],495.0,1,1125,1125,70,0,0,2018-08-24,2020-12-15,4.1,4.2,4.24,4.11,4.36,4.49,4.3,f,12,6,6,0,1.08
27743237,Rental unit in Antwerpen · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,"The apartment is located in a street parallel to the shopping street 'De Meir'.<br />There are no shops in the street of the apartment, so it is very quiet here.<br />Because you are staying in the center of the city, you really have everything within reach in terms of restaurants, supermarkets, bars, museums, ... ideal :-)",26424945,within an hour,100%,100%,t,1,6,Entire rental unit,Entire home/apt,3,,1.5 baths,,2.0,[],169.0,2,730,730,123,19,1,2021-06-21,2023-11-30,4.98,4.95,4.99,4.98,5.0,4.98,4.85,f,1,1,0,0,4.01
27755042,Place to stay in Antwerpen · ★4.52 · 1 bedroom · 2 beds · 1 private bath,"The house is on a perfect downtown location. Ideal for discovering the city on foot or by bike, and just steps away from all big monuments and shopping streets.",15780894,within an hour,100%,100%,f,10,27,Private room,Private room,2,,1 private bath,,2.0,[],61.0,1,1125,1125,285,57,1,2018-09-12,2023-11-30,4.52,4.67,4.61,4.79,4.81,4.84,4.52,t,10,0,10,0,4.42
27777408,Guesthouse in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 2.5 shared baths,,202021039,within an hour,100%,98%,f,5,5,Private room in guesthouse,Private room,2,,2.5 shared baths,,1.0,[],40.0,1,1125,1125,180,41,4,2018-09-10,2023-12-17,4.83,4.88,4.83,4.96,4.95,4.45,4.79,t,5,0,5,0,2.79
27817305,Townhouse in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,"Ons huis is gelegen in Antwerpen-Noord, een multiculturele buurt. Op 9 min fietsen ligt dageraadplaats, een gezellig plein met verschillende eet en drink gelegenheden. Op 13min fietsen sta je in het historisch centrum, recht voor de OLV kathedraal.",2662125,,,100%,f,1,2,Entire townhouse,Entire home/apt,5,,1 bath,,3.0,[],,3,7,1125,9,1,0,2018-09-09,2023-07-11,5.0,5.0,5.0,4.78,4.89,4.44,5.0,f,1,1,0,0,0.14
27844982,Townhouse in Antwerpen · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,You can stay in a typical Antwerp neighborhood in a very international environment.,210284502,within a few hours,100%,99%,f,2,3,Private room in townhouse,Private room,1,,1 shared bath,,1.0,[],32.0,3,300,300,77,35,3,2018-12-09,2023-12-22,4.61,4.7,4.62,4.84,4.88,4.31,4.52,f,2,0,2,0,1.25
27851653,Home in Antwerpen · ★4.85 · 4 bedrooms · 15 beds · 2.5 baths,"Very quiet and a lot of space. Near the municipal swimming pool and the park. Very big modern kitchen. Two modern bathrooms and 3 toilets. Terrace and beautiful garden view .We have a  bunnie 🐇 free in the garden . Easy parking in front of the door.  Near the shops  Aldi, Lidl, Colruyt, Del'haise. Television Proximus channels and WiFi included. Near the centre and the municipal swimming pool Ekeren. Bakery in the corner of the street .All new and perfect renovated  💎💎💎💎💎. Enjoy the staying :)",210338683,within an hour,100%,94%,t,2,2,Entire home,Entire home/apt,16,,2.5 baths,,15.0,[],350.0,2,1125,1125,177,20,0,2018-09-23,2023-11-26,4.85,4.84,4.84,4.92,4.9,4.6,4.79,f,2,2,0,0,2.76
27870003,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,"Our apartment is centrally located near various shops, bars and restaurants, as well as many cultural attractions like the Cathedral, Rubens house, etc.",157246706,,,,f,1,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],143.0,2,30,1125,113,0,0,2018-09-09,2022-08-28,4.84,4.91,4.88,4.95,4.95,4.96,4.81,f,1,1,0,0,1.75
27930363,Townhouse in Antwerpen · ★4.83 · 2 bedrooms · 5 beds · 2.5 baths,Gelegen in centrum Antwerpen nabij vrijdagmarkt.,210980516,within an hour,100%,91%,f,2,2,Entire townhouse,Entire home/apt,7,,2.5 baths,,5.0,[],346.0,2,35,35,29,10,0,2018-09-30,2023-10-26,4.83,4.72,4.79,5.0,4.76,4.97,4.66,f,2,2,0,0,0.45
27951988,Townhouse in Antwerpen · ★4.60 · 2 bedrooms · 3 beds · 2 baths,Zuiderzin is gelegen in centrum Antwerpen maar toch in een zeer rustig verkeersvrij straatje met heel veel interactie met de buren en de wijk.,210980516,within an hour,100%,91%,f,2,2,Entire townhouse,Entire home/apt,6,,2 baths,,3.0,[],297.0,2,30,30,10,4,0,2021-05-06,2023-08-22,4.6,4.5,4.5,4.9,4.9,5.0,4.5,f,2,2,0,0,0.31
28087662,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 private bath,"The building is next to the University of Antwerp (UFISA) and only 5 mins walking distance to the Shopping street “Meir” and some of the most beautiful places in Antwerp (Grote Markt, Groenplaats, Cathedral of Our Lady, Saint Carolus Borromeus Church)",26663841,,,100%,t,1,4,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],,2,1125,1125,166,28,0,2018-10-28,2023-07-31,4.89,4.92,4.91,4.96,4.96,4.95,4.87,f,1,0,1,0,2.64
28214576,Guesthouse in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 2.5 shared baths,,202021039,within an hour,100%,98%,f,5,5,Private room in guesthouse,Private room,3,,2.5 shared baths,,2.0,[],40.0,1,1125,1125,146,7,1,2018-09-07,2023-12-10,4.81,4.88,4.88,4.88,4.92,4.41,4.82,t,5,0,5,0,2.26
28330049,Rental unit in Antwerpen · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,"It is a creative and loving neighborhood in the heart of Antwerp with shops, antique shops, bookshops and restaurants! Around the corner from the Grote Markt, the Cathedral and the Meir (Shopping Street).",5045908,,,,f,1,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],97.0,1,1125,1125,591,104,3,2019-01-13,2023-12-10,4.76,4.78,4.66,4.93,4.9,4.92,4.74,f,1,1,0,0,9.8
28363835,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 4 beds · 1.5 baths,"This is the absolute place to be in Antwerp! It doesn't get more central than this. You walk outside and find yourself at the 'Groenplaats' were the beautiful cathedral is located. <br />You will find great restaurants, bars, cafe's and shops just around the corner.",43247005,within an hour,100%,97%,t,14,20,Entire rental unit,Entire home/apt,5,,1.5 baths,,4.0,[],216.0,1,1125,1125,156,16,0,2018-09-13,2023-11-19,4.95,4.94,4.96,4.92,4.92,4.97,4.82,f,14,14,0,0,2.42
28374792,Rental unit in Antwerpen · ★4.43 · Studio · 2 beds · 1 bath,"- Easy public transport (bus or tram) from Central or Berchem train station to the apartment - Central parc of Antwerp is within 5 min walking distance. - Historical centre within 10 min. - Sint-Vincentius hospital is around the corner. - located in a quiet street in a charming neighbourhood of young families and up and coming artist in the city centre of Antwerp. - warehouse, restaurants and coffeeshop around the corner.",65855928,within an hour,100%,99%,t,4,5,Entire rental unit,Entire home/apt,1,,1 bath,,2.0,[],44.0,7,120,1125,84,7,0,2018-09-30,2023-07-17,4.43,4.64,4.38,4.86,4.75,4.71,4.48,t,4,4,0,0,1.32
28379011,Rental unit in Antwerpen · ★4.64 · 1 bedroom · 2 beds · 1 bath,"- Easy public transport (bus or tram) from Central or Berchem train station to <br />  the apartment <br />- Central parc of Antwerp is within 5 min walking distance.<br />- Historical centre within 10 min.<br />- located in a quiet street in a charming neighbourhood of young families and up and coming artist in the city centre of Antwerp.<br />- warehouse, restaurants and coffeeshop around the corner.",65855928,within an hour,100%,99%,t,4,5,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],79.0,10,1125,1125,105,16,0,2018-09-30,2023-09-12,4.64,4.77,4.7,4.83,4.79,4.68,4.63,f,4,4,0,0,1.64
28401157,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"There’s a lovely bakery ( bakkerij Zwart Arend) 2 mins walk from the apartment. This is one you have to try out!  The infirmary is practically next to this bakery.  For dinner guests can visit De Haan, a restaurant that serves modern European<br />Cuisine. There’s a park close by called the Rivierenhof which is worth visiting.",26368589,within an hour,100%,100%,f,1,3,Private room in rental unit,Private room,2,,1.5 baths,,1.0,[],39.0,2,1125,1125,79,21,1,2018-10-03,2023-11-27,4.8,4.72,4.89,4.72,4.84,4.59,4.85,f,1,0,1,0,1.24
28434123,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 3 beds · 2 baths,De meest bruisende en dynamische wijk van de stad.  Goede restaurants op wandelafstand zo ook marktjes (op vrijdag en zaterdag) en culturele huizen.,37722028,within an hour,100%,98%,t,4,4,Entire rental unit,Entire home/apt,6,,2 baths,,3.0,[],176.0,2,31,1125,95,23,1,2018-11-25,2023-12-20,4.96,4.95,4.97,4.94,4.95,4.72,4.89,t,4,4,0,0,1.53
28621534,Rental unit in Antwerpen · ★4.66 · 1 bedroom · 2 beds · 1 bath,,215997412,within an hour,100%,99%,f,1,2,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],105.0,2,730,730,211,55,0,2018-09-27,2023-10-31,4.66,4.71,4.8,4.7,4.87,4.81,4.63,f,1,1,0,0,3.3
28677510,Townhouse in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,Gezellige buurt met veel restaurants en in de zomer gezellige terrasjes.,113627827,within an hour,100%,97%,t,2,7,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],80.0,1,30,1125,59,24,1,2020-02-02,2023-12-03,4.83,4.86,4.95,4.92,4.88,4.9,4.75,t,2,0,2,0,1.24
28693154,Condo in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,"Our apartment is centrally located at a few steps of ""everything going on in Antwerp"" without being in the middle of it all.",216462773,within an hour,100%,100%,f,2,2,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],138.0,1,1125,1125,670,137,11,2018-10-10,2023-12-19,4.75,4.82,4.74,4.88,4.94,4.9,4.77,t,2,2,0,0,10.55
28772811,Loft in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,,71279617,,,,f,1,2,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],,2,1125,1125,6,0,0,2018-12-16,2021-08-01,4.67,4.83,4.5,4.83,4.83,4.67,4.67,f,1,1,0,0,0.1
28778081,Townhouse in Antwerpen · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,,173381402,,,,f,1,1,Entire townhouse,Entire home/apt,4,,1.5 baths,,3.0,[],,2,1125,1125,24,0,0,2018-11-03,2021-08-21,4.92,4.83,4.75,4.96,4.96,4.88,4.88,f,1,1,0,0,0.38
28808213,Rental unit in Antwerpen · ★4.39 · 2 bedrooms · 2 beds · 1 bath,,110993942,within an hour,100%,100%,f,16,17,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],155.0,2,1125,1125,36,1,0,2018-10-07,2023-04-23,4.39,4.67,4.75,4.67,4.75,4.75,4.47,t,16,16,0,0,0.57
28808356,Rental unit in Antwerpen · ★4.18 · 1 bedroom · 1 bed · 1 bath,,110993942,within an hour,100%,100%,f,16,17,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],131.0,2,1125,1125,11,1,0,2018-10-07,2023-09-18,4.18,4.45,4.45,4.27,4.09,4.82,4.27,t,16,16,0,0,0.17
28839558,Rental unit in Borgerhout · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,Great neighbourhood close to the central station.,36350256,within an hour,100%,40%,f,1,3,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],111.0,2,14,14,26,3,0,2019-01-01,2023-05-20,4.85,4.85,4.42,4.92,4.85,4.81,4.73,f,1,1,0,0,0.43
28912521,Rental unit in Antwerpen · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,"In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, you can enjoy Belgian chocolates and waffles at cozy cafes, or savor modern Fl",222831298,within an hour,100%,100%,f,23,26,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],119.0,1,1125,1125,144,68,5,2018-12-02,2023-12-22,4.71,4.82,4.74,4.85,4.78,4.75,4.67,f,20,20,0,0,2.33
28931007,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 3 beds · 1 bath,"The apartment is situated in the city center of Antwerp: The old town. Some things close-by: The cathedral, Het Steen, Vrijdagsmarkt, the pedestrian tunnel (De Voetgangerstunnel) that takes you to the other side (Linkeroever) of the river (De Schelde), City Hall, De Schelde (river), cozy restaurants / bars, art galleries, shops, ...",115662416,within an hour,100%,96%,t,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],70.0,4,1125,1125,51,14,2,2019-02-14,2023-12-18,4.9,4.92,4.96,4.98,4.98,4.96,4.88,f,1,1,0,0,0.86
29042185,Rental unit in Antwerpen · ★4.92 · Studio · 2 beds · 1 bath,All you need to visit in antwerp is in few meters from our studios.<br />You dont need a car to visit attractions of city.<br />Enjoy beautiful antwerp.,59044569,,,,f,3,8,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,1,60,1125,129,0,0,2018-10-28,2021-01-30,4.92,4.95,4.89,4.95,4.96,4.98,4.89,f,3,3,0,0,2.05
29250575,Rental unit in Antwerpen · ★4.59 · 2 bedrooms · 3 beds · 1.5 baths,"Amongst locals, our neighbourhood is called ‘Seefhoek’, which is known as a vibrant, multicultural place in town, right next to the old city center. In our colourful streets you can not only buy fresh fruit, vegetables and fish, you can also discover some real gems like an art deco bathhouse and an old theatre. During a 5 minute walk to the central station you come across ‘Winkelhaak’ design centre, ‘Permeke’, our beautiful antwerp library and Antwerp’s own China town, which is hardly more than 1 street :)<br />Discover our finest beers at ‘Beer lover’s bar’, get into some real old skool belgian folklore at restaurant 'Den Beer' where you can enjoy delicious lobster at very fair prices, or enjoy a freshly brewed coffee at 'Viggo's', all just around the corner!",220372450,within a few hours,71%,100%,t,1,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],100.0,20,1125,1125,75,5,0,2019-01-06,2023-09-17,4.59,4.71,4.75,4.67,4.71,4.36,4.61,f,1,1,0,0,1.24
29301255,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,43673173,,,100%,f,2,3,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],219.0,2,115,1000,11,1,0,2019-02-17,2023-01-28,5.0,5.0,4.91,5.0,5.0,5.0,4.64,f,2,2,0,0,0.19
29423576,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 2 beds · 1 bath,"Beautiful pedestrian street, very quiet for sleeping<br />6 car parks less than 250 meters from the apartment<br />Within walking distance of :<br />40 meters from the Meir - Leysstraat intersection (car-free street)<br />300 meters from Keyserlei<br />300 meters shopping center Stadsfeestzaal<br />400 meters Palace on the Meir<br />500 meters Rubens House<br />650 meters Antwerp Central Station<br />600 meters Zoo<br />800 meters or Boerentoren<br />1000 meters Grand Place - Brabo<br />1000 meters cathedral - Nello and Patrasche<br />1200 meters from MAS Museum aan de Stroom",127657940,within an hour,100%,100%,t,5,5,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],101.0,2,1125,1125,136,29,1,2018-11-04,2023-12-17,4.9,4.93,4.97,4.98,4.95,4.98,4.84,t,5,5,0,0,2.17
29562413,Rental unit in Antwerpen · ★4.75 · Studio · 2 beds · 1 bath,All you need to visit in antwerp is in few meters from our studios.<br />You dont need a car to visit attractions of city.<br />Enjoy beautiful antwerp.,59044569,,,,f,3,8,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,1,120,1125,100,0,0,2018-11-04,2020-10-21,4.75,4.82,4.9,4.96,4.96,4.9,4.79,f,3,3,0,0,1.6
29563117,Rental unit in Antwerpen · ★4.80 · Studio · 1 bed · 1 bath,All you need to visit in antwerp is in a few meters from our studio.<br />You dont need a car to visit attractions of the city.<br />Enjoy beautiful antwerp.,59044569,,,,f,3,8,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,120,1125,69,0,0,2018-11-04,2021-01-01,4.8,4.81,4.88,4.94,4.96,5.0,4.86,f,3,3,0,0,1.1
29565513,Rental unit in Antwerpen · ★4.46 · 1 bedroom · 2 beds · 1 bath,"• The apartment is located in a safe, calm & green neighbourhood.  <br />• The city centre is easy & quick to reach by public transport or by bike.<br /><br />Within short walking distance you can find: <br />•	2 beautiful parks (with great running routes + some organised sports facilities for groups),<br />•	an open-air ecological swimming pool (for free!), <br />•	cafés and excellent restaurants (please ask us for recommendations),<br />•	a supermarket,<br />•	a pharmacy, <br />•	a bio shop,<br />•	a children's playground, <br />•	a VELO bike station,<br />•	a public transport stop.",199142824,,,100%,f,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],133.0,3,5,5,13,0,0,2018-11-20,2021-08-22,4.46,4.77,4.85,4.92,5.0,4.62,4.62,f,1,1,0,0,0.21
29600232,Rental unit in Antwerpen · ★4.68 · Studio · 2 beds · 1 bath,,222808625,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],51.0,13,1125,1125,81,10,2,2018-11-19,2023-12-13,4.68,4.88,4.65,4.89,4.9,4.64,4.65,t,1,1,0,0,1.3
29605455,Rental unit in Antwerpen · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths,"In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, you can enjoy Belgian chocolates and waffles at cozy cafes, or savor modern Fl",222831298,within an hour,100%,100%,f,23,26,Entire rental unit,Entire home/apt,6,,1.5 baths,,4.0,[],136.0,1,1125,1125,299,57,4,2018-12-09,2023-12-11,4.77,4.87,4.81,4.88,4.79,4.78,4.75,f,20,20,0,0,4.86
